index,cid,smiles,hepatotoxicity,score,set
655,11363176,CCCN=C1S/C(=C\c2cc(Cl)c(OC[C@H](O)CO)cc2)C(=O)N1c1ccccc1C,False,3.0,TRAIN
656,468595,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6c(F)cc(F)cc6)C5)cc4)CC3)cc2)c1=O,True,3.0,TRAIN
657,148121,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,True,3.0,TRAIN
658,119570,CCCN[C@H]1CCc2c(C1)sc(N)n2,True,3.0,TRAIN
659,6918456,CC(=O)Oc1cc2c(CCN(C(C(=O)C3CC3)c3ccccc3F)C2)s1,True,3.0,TRAIN
660,54687,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,True,3.0,TRAIN
661,4891,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,True,3.0,VALIDATION
662,4893,COc1c(OC)cc2c(N)nc(N3CCN(C(=O)c4ccco4)CC3)nc2c1,True,3.0,TRAIN
663,5755,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,True,3.0,TRAIN
664,5865,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,True,3.0,VALIDATION
665,5486971,CC(C)C[C@H](CN)CC(=O)O,True,3.0,TRAIN
666,456199,O=[N+]([O-])c1cn2C[C@H](OCc3ccc(OC(F)(F)F)cc3)COc2n1,True,3.0,TRAIN
667,4906,CCCNC(C)C(=O)Nc1ccccc1C,False,3.0,VALIDATION
668,4908,COc1cc(NC(C)CCCN)c2ncccc2c1,True,3.0,TEST
669,4909,CCC1(c2ccccc2)C(=O)NCNC1=O,False,3.0,TRAIN
670,4911,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,True,3.0,TRAIN
671,4913,CCN(CC)CCNC(=O)c1ccc(N)cc1,True,3.0,TRAIN
672,4915,CNNCc1ccc(C(=O)NC(C)C)cc1,True,3.0,TRAIN
673,4917,CN1CCN(CCCN2c3ccccc3Sc3c2cc(Cl)cc3)CC1,True,3.0,VALIDATION
674,5994,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,True,3.0,TRAIN
675,6178111,CC(C)N=C(N)/N=C(\N)Nc1ccc(Cl)cc1,True,3.0,TRAIN
676,4927,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,True,3.0,TRAIN
677,4932,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,True,3.0,TRAIN
678,4943,CC(C)c1c(O)c(C(C)C)ccc1,True,3.0,TEST
679,4946,CC(C)NCC(O)COc1cccc2ccccc12,False,3.0,TRAIN
680,657298,CCCc1cc(=O)[nH]c(=S)[nH]1,True,3.0,TEST
681,4976,CNCCCC1c2ccccc2C=Cc2ccccc21,True,3.0,TRAIN
682,3052762,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,False,3.0,TRAIN
683,708857,CN1CCCN=C1/C=C/c1cccs1,True,3.0,VALIDATION
684,4999,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2c1cc(Cl)cc2,False,3.0,TRAIN
685,5280343,O=c1c(O)c(-c2cc(O)c(O)cc2)oc2cc(O)cc(O)c12,False,3.0,TRAIN
686,5002,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc23)CC1,True,3.0,TRAIN
687,441074,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1c2cc(OC)ccc2ncc1,True,3.0,TRAIN
688,3034034,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1c2cc(OC)ccc2ncc1,True,3.0,TEST
689,5029,COCCCOc1c(C)c(CS(=O)c2nc3ccccc3[nH]2)ncc1,True,3.0,TRAIN
690,5035,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2c1ccc(O)c2,True,3.0,TRAIN
691,54671008,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,True,3.0,TRAIN
692,5362129,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,True,3.0,TRAIN
693,3001055,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,True,3.0,VALIDATION
694,56959,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,False,3.0,TRAIN
695,3052776,C#CCN[C@@H]1CCc2ccccc21,True,3.0,VALIDATION
696,11167602,CNC(=O)c1nccc(Oc2cc(F)c(NC(=O)Nc3cc(C(F)(F)F)c(Cl)cc3)cc2)c1,True,3.0,TRAIN
697,121304016,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,True,3.0,TEST
698,60815,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,True,3.0,TRAIN
699,65981,CCOc1c(C(=O)O)ccc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)c1,True,3.0,TRAIN
700,5770,COC(=O)[C@H]1[C@H]2C[C@@H]3c4c(CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC)c1c(cc(OC)cc1)[nH]4,False,3.0,TRAIN
701,445154,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,False,3.0,TRAIN
702,11753673,CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(N)=O)CC2)cc1,False,3.0,TRAIN
703,37542,NC(=O)c1nn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cn1,True,3.0,TRAIN
704,44631912,CN(C)C(=O)c1cc2cnc(Nc3ncc(N4CCNCC4)cc3)nc2n1C1CCCC1,True,3.0,TRAIN
705,493570,Cc1cc2c(cc1C)n(C[C@H](O)[C@H](O)[C@H](O)CO)c1nc(=O)[nH]c(=O)c-1n2,False,3.0,TRAIN
706,135398735,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C2=O)c2c(O)c(/C=N/N4CCN(C)CC4)c(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)c(O)c2c(O)c3C,True,3.0,TRAIN
707,6324616,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C2=O)c2c(O)cc(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)c(O)c2c(O)c3C,False,3.0,TRAIN
708,6436173,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)c1c(nc5cc(C)ccn51)c4c3C2=O,True,3.0,TRAIN
709,6451164,Cc1cc(/C=C/C#N)cc(C)c1Nc1nc(Nc2ccc(C#N)cc2)ncc1,True,3.0,TRAIN
710,5070,Nc1nc2c(cc(OC(F)(F)F)cc2)s1,True,3.0,TEST
711,5071,CC(N)C12CC3CC(CC(C3)C1)C2,False,3.0,VALIDATION
712,51049968,N[C@@H]1c2c(nccc2)[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4c3cccn4)CC2)CC[C@H]1c1c(F)c(F)ccc1,False,3.0,TRAIN
713,11304743,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3c2cccn3)nc1N,False,3.0,TRAIN
714,5245,O=P(O)(O)C(O)(Cc1cnccc1)P(=O)(O)O,True,3.0,TRAIN
715,5073,Cc1c(CCN2CCC(c3noc4c3ccc(F)c4)CC2)c(=O)n2CCCCc2n1,True,3.0,VALIDATION
716,392622,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,True,3.0,VALIDATION
717,9875401,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,True,3.0,TRAIN
718,77991,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,True,3.0,TRAIN
719,5078,CN(C)CCc1c[nH]c2c1cc(Cn1cncn1)cc2,False,3.0,VALIDATION
720,5090,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,True,3.0,TRAIN
721,449193,O=C(Nc1c(Cl)cncc1Cl)c1cc(OCC2CC2)c(OC(F)F)cc1,True,3.0,TRAIN
722,10311306,C[C@@H](OC[C@@]1(c2ccccc2)CC[C@]2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,False,3.0,TRAIN
723,5352062,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,True,3.0,TRAIN
724,5095,CCCN(CCC)CCc1c2CC(=O)Nc2ccc1,True,3.0,VALIDATION
725,175805,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,True,3.0,VALIDATION
726,77999,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,True,3.0,TRAIN
727,446157,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,True,3.0,VALIDATION
728,59227,CCCN(CCc1cccs1)[C@H]1CCc2c(cccc2O)C1,False,3.0,TRAIN
729,9931954,CNCc1ccc(-c2c3CCNC(=O)c4c3c(cc(F)c4)[nH]2)cc1,False,3.0,TRAIN
730,129228,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,True,3.0,TRAIN
731,25126798,N#CC[C@H](C1CCCC1)n1cc(-c2c3cc[nH]c3ncn2)cn1,True,3.0,TRAIN
732,131682,C[C@H](NCc1ccc(OCc2cc(F)ccc2)cc1)C(N)=O,False,3.0,TRAIN
733,5161,O=C(Oc1ccccc1C(=O)O)c1ccccc1O,True,3.0,TRAIN
734,441243,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1nc2ccccc2cc1,True,3.0,TRAIN
735,54681908,CON(C)Cc1c2C[C@H]3C[C@H]4[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]4(O)C(=O)C3=C(O)c2c(O)cc1,False,3.0,TRAIN
736,11243969,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,False,3.0,VALIDATION
737,3000322,CN1[C@@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,False,3.0,TRAIN
738,71815,Cc1ncc([N+](=O)[O-])n1CC(C)O,False,3.0,TRAIN
739,5193,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,True,3.0,TRAIN
740,26757,C#CCN(C)[C@H](C)Cc1ccccc1,False,3.0,TRAIN
741,9913767,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,False,3.0,TRAIN
742,10127622,Cn1cnc2c1cc(C(=O)NOCCO)c(Nc1c(Cl)cc(Br)cc1)c2F,False,3.0,TRAIN
743,68617,CN[C@H]1CC[C@@H](c2cc(Cl)c(Cl)cc2)c2ccccc21,True,3.0,TRAIN
744,5206,FCOC(C(F)(F)F)C(F)(F)F,True,3.0,TRAIN
745,135398744,CCCc1nn(C)c2c1nc(-c1c(OCC)ccc(S(=O)(=O)N3CCN(C)CC3)c1)[nH]c2=O,True,3.0,TRAIN
746,5312125,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,True,3.0,TRAIN
747,24873435,COc1c(C)c2c(cc1)c(O[C@@H]1C[C@H]3C(=O)N[C@]4(C(=O)NS(=O)(=O)C5CC5)C[C@H]4/C=C\CCCCN(C)C(=O)[C@@H]3C1)cc(-c1nc(C(C)C)cs1)n2,True,3.0,TRAIN
748,54454,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,True,3.0,TRAIN
749,44599207,CCc1c(CN2CC(C(=O)O)C2)ccc(/C(C)=N/OCc2cc(C(F)(F)F)c(C3CCCCC3)cc2)c1,True,3.0,TRAIN
750,10413,O=C(O)CCCO,True,3.0,TRAIN
751,45375808,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1,True,3.0,TRAIN
752,154059,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,True,3.0,TRAIN
753,10130337,NC(=O)OC[C@H](N)Cc1ccccc1,False,3.0,TRAIN
754,24775005,Cc1c(-c2ccc(OC(F)(F)F)cc2)cccc1C(=O)Nc1cnc(N2C[C@@H](C)O[C@@H](C)C2)cc1,False,3.0,VALIDATION
755,216239,CNC(=O)c1nccc(Oc2ccc(NC(=O)Nc3cc(C(F)(F)F)c(Cl)cc3)cc2)c1,True,3.0,TRAIN
756,5253,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,True,3.0,TRAIN
757,5833,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,True,3.0,TRAIN
758,91864513,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)C(C)(C)O)C(C)(C)C[C@H](O)C1,False,3.0,TEST
759,25249,C[C@]12Cc3c(C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O)[nH]nc3,True,3.0,TRAIN
760,18283,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,True,3.0,TRAIN
761,5311454,CC(C)(C)C(O)/C=C/c1cc2c(cc1)OCO2,False,3.0,TRAIN
762,19649,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,True,3.0,TRAIN
763,29327,CN(N=O)C(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O,True,3.0,TEST
764,2724354,O=C(O)[C@@H](S)[C@@H](S)C(=O)O,True,3.0,TRAIN
765,41693,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,True,3.0,TEST
766,5215,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,True,3.0,TRAIN
767,5339,O=C(O)c1c(O)ccc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)c1,True,3.0,TRAIN
768,1548887,CC1=C(CC(=O)O)c2c(ccc(F)c2)/C1=C\c1ccc(S(C)=O)cc1,True,3.0,TRAIN
769,5358,CNS(=O)(=O)Cc1cc2c(cc1)[nH]cc2CCN(C)C,False,3.0,TEST
770,5329102,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc23)c1C,True,3.0,TRAIN
771,24965990,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4c(ccc(Cl)c4)o3)CC[C@H]2C)c1,False,3.0,VALIDATION
772,1935,Nc1c2CCCCc2nc2ccccc12,True,3.0,TRAIN
773,445643,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,True,3.0,TEST
774,110635,CN1CC(=O)N2[C@H](c3cc4c(cc3)OCO4)c3c(C[C@@H]2C1=O)c1ccccc1[nH]3,True,3.0,TRAIN
775,115358,COc1nc2c(c(C)c1)c(Oc1cccc(C(F)(F)F)c1)c(OC)cc2NC(C)CCCN,False,3.0,TRAIN
776,135565082,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3c2c(cc(F)c3)N[C@@H]1c1ccc(F)cc1,False,3.0,TRAIN
777,2733526,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,True,3.0,TRAIN
778,129211,CCOc1ccccc1OCCN[C@H](C)Cc1cc(S(N)(=O)=O)c(OC)cc1,True,3.0,TRAIN
779,10220503,CCC(=O)NC[C@@H]1C[C@H]1c1c2CCOc2ccc1,False,3.0,TRAIN
780,11234049,Cn1nnc(-c2ncc(-c3c(F)cc(N4C[C@H](CO)OC4=O)cc3)cc2)n1,False,3.0,TRAIN
781,135409453,CCCCCN=C(N)N/N=C/c1c[nH]c2c1cc(OC)cc2,True,3.0,VALIDATION
782,3010818,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1nccnc1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,True,3.0,TRAIN
783,159269,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,True,3.0,TRAIN
784,3002190,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cnccc4)c3)C(=O)O[C@]12C,True,3.0,TRAIN
785,65999,CCCc1nc2c(cc(-c3nc4ccccc4n3C)cc2C)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,True,3.0,VALIDATION
786,25025298,Cc1nn(-c2cc(Cl)ccc2[C@@H](Oc2nc(N)nc(-c3ccc(C[C@H](N)C(=O)O)cc3)c2)C(F)(F)F)cc1,False,3.0,TRAIN
787,5391,CN1C(=O)C(O)N=C(c2ccccc2)c2c1ccc(Cl)c2,True,3.0,VALIDATION
788,5394,Cn1nnc2c(C(N)=O)ncn2c1=O,True,3.0,VALIDATION
789,452548,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,True,3.0,TRAIN
790,464205,C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,True,3.0,TRAIN
791,5401,COc1c(OC)cc2c(N)nc(N3CCN(C(=O)C4CCCO4)CC3)nc2c1,True,3.0,VALIDATION
792,1549008,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,True,3.0,TRAIN
793,54684141,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,True,3.0,TRAIN
794,6013,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,True,3.0,TEST
795,6018,COc1c(OC)cc2c(c1)CCN1CC(CC(C)C)C(=O)CC21,False,3.0,TRAIN
796,54675776,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(cccc4O)[C@@](C)(O)[C@H]3C[C@@H]12,True,3.0,TRAIN
797,46199646,CC(C)(CO)c1cc2cc(NC(=O)C3(c4cc5c(cc4)OC(F)(F)O5)CC3)c(F)cc2n1C[C@@H](O)CO,True,3.0,TRAIN
798,5426,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,True,3.0,TRAIN
799,2153,Cn1c(=O)c2c(nc[nH]2)n(C)c1=O,False,3.0,TRAIN
800,5430,c1ccc2[nH]c(-c3cscn3)nc2c1,True,3.0,TRAIN
801,2723601,Nc1nc(=S)c2c(nc[nH]2)[nH]1,True,3.0,TRAIN
802,5452,CSc1cc2c(cc1)Sc1ccccc1N2CCC1CCCCN1C,True,3.0,TRAIN
803,5453,S=P(N1CC1)(N1CC1)N1CC1,True,3.0,VALIDATION
804,60648,Cc1c(C(=CCCN2CCC[C@@H](C(=O)O)C2)c2c(C)ccs2)scc1,True,3.0,TRAIN
805,444008,C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,True,3.0,TRAIN
806,9871419,CCCSc1nc(N[C@@H]2C[C@H]2c2cc(F)c(F)cc2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,True,3.0,TEST
807,36921,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3cscc3)C(=O)N2[C@H]1C(=O)O,True,3.0,TRAIN
808,5472,Clc1ccccc1CN1CCc2c(ccs2)C1,True,3.0,VALIDATION
809,54686904,CN(C)c1c2C[C@H]3C[C@H]4[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]4(O)C(=O)C3=C(O)c2c(O)c(NC(=O)CNC(C)(C)C)c1,True,3.0,TRAIN
810,33624,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,True,3.0,TRAIN
811,5479,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,True,3.0,TEST
812,6323266,N=C1CCCN1Cc1c(Cl)c(=O)[nH]c(=O)[nH]1,False,3.0,TRAIN
813,54682461,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cc(NS(=O)(=O)c3ncc(C(F)(F)F)cc3)ccc2)C(=O)O1,True,3.0,TRAIN
814,5487,Clc1c(NC2=NCCN2)c2nsnc2cc1,True,3.0,TEST
815,36294,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,True,3.0,TEST
816,9926791,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2c1cc[nH]2,True,3.0,TRAIN
817,5503,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,True,3.0,VALIDATION
818,5505,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,True,3.0,TRAIN
819,4659569,Cc1ccc(C(=O)c2cc([N+](=O)[O-])c(O)c(O)c2)cc1,True,3.0,TRAIN
820,5509,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,True,3.0,TEST
821,216237,Cc1ccccc1C(=O)Nc1cc(C)c(C(=O)N2CCCC(O)c3c2ccc(Cl)c3)cc1,True,3.0,TRAIN
822,5284627,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,True,3.0,TRAIN
823,60700,CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4c(cc3Cn1c2=O)c(CN(C)C)c(O)cc4,True,3.0,TRAIN
824,41781,Cc1cc(Nc2c(S(=O)(=O)NC(=O)NC(C)C)cncc2)ccc1,True,3.0,TRAIN
825,108150,COc1c(O)cc2CCN[C@]3(CS[C@@H]4c5c(c6c(OCO6)c(C)c5OC(C)=O)[C@H](COC3=O)N3[C@@H]4[C@H]4c5c(O)c(OC)c(C)cc5C[C@@H]([C@@H]3O)N4C)c2c1,True,3.0,TRAIN
826,11707110,CC(=O)Nc1cc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4c(F)cc(I)cc4)n(C)c(=O)c(C)c32)ccc1,True,3.0,TEST
827,5484727,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,True,3.0,TEST
828,19493,N[C@@H]1C[C@H]1c1ccccc1,True,3.0,VALIDATION
829,5533,O=c1n(CCCN2CCN(c3cc(Cl)ccc3)CC2)nc2ccccn12,True,3.0,TRAIN
830,6918140,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3c(C[C@H]2C[C@H]1O)c(OCC(=O)O)ccc3,False,3.0,TRAIN
831,31307,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,True,3.0,TRAIN
832,5546,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,True,3.0,TRAIN
833,5556,Cc1nnc2CN=C(c3ccccc3Cl)c3c(ccc(Cl)c3)-n12,True,3.0,TRAIN
834,50248,CSc1nc2cc(Oc3c(Cl)c(Cl)ccc3)c(Cl)cc2[nH]1,False,3.0,TRAIN
835,5565,NCCNCCNCCN,True,3.0,TRAIN
836,5566,CN1CCN(CCCN2c3ccccc3Sc3c2cc(C(F)(F)F)cc3)CC1,True,3.0,TRAIN
837,6256,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,False,3.0,TRAIN
838,5572,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,False,3.0,TRAIN
839,5577,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,True,3.0,TRAIN
840,5583,COc1cc(NCc2c(C)c3c(cc2)nc(N)nc3N)cc(OC)c1OC,True,3.0,TRAIN
841,5584,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,True,3.0,TRAIN
842,5282443,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,False,3.0,TRAIN
843,5591,Cc1c(C)c2c(CCC(C)(COc3ccc(CC4SC(=O)NC4=O)cc3)O2)c(C)c1O,True,3.0,VALIDATION
844,969516,COc1c(O)ccc(/C=C/C(=O)CC(=O)/C=C/c2cc(OC)c(O)cc2)c1,True,3.0,TRAIN
845,68748835,C[C@@H]1[C@H](c2ccccc2)C[C@H](NC(=O)c2cc3c(C[C@]4(C3)C(=O)Nc3c4cccn3)nc2)C(=O)N1CC(F)(F)F,False,3.0,TRAIN
846,13559281,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,False,3.0,TRAIN
847,58557659,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3c(cc[nH]3)n12,False,3.0,TRAIN
848,31401,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,True,3.0,TRAIN
849,5646,CC(=O)c1c2OC3=CC(=O)C(C(C)=O)C(=O)C3(C)c2c(O)c(C)c1O,True,3.0,TRAIN
